accession	tax_id	scientific_name	base_count	last_updated	first_public	description
AY154829	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154838	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154870	7230	Drosophila mojavensis	879	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY754433	7246	Drosophila affinis	740	2006-11-14	2005-04-04	Drosophila affinis alcohol dehydrogenase-like protein (Adh-r) gene, exons 2, 3 and partial cds.
AF348882	67534	Drosophila triauraria	667	2006-11-14	2001-04-16	Drosophila triauraria strain WWJ alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348883	67532	Drosophila quadraria	667	2006-11-14	2001-04-16	Drosophila quadraria strain NIG alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
CK131244	7227	Drosophila melanogaster	503	2003-12-03	2003-12-03	GH25181.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH25181 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
AB194414	186283	Drosophila parabipectinata	17499	2006-02-27	2005-05-07	Drosophila parabipectinata osp, siren1, siren2, Adh, Adhr genes for hypothetical proteins, alcohol dehydrogenase, hypothetical protein, partial and complete cds.
CV784997	7245	Drosophila yakuba	542	2004-11-12	2004-11-12	zaa07e12.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV850204	7245	Drosophila yakuba	193	2004-11-19	2004-11-19	zaa68d07.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV043184	7240	Drosophila simulans	393	2004-08-24	2004-08-24	dba16c04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADH_DROSI P07163 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV528161	7240	Drosophila simulans	384	2004-10-08	2004-10-08	dba57a04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADHX_DROME P46415 ALCOHOL DEHYDROGENASE CLASS III , mRNA sequence.
AY695386	133981	Drosophila cardini	1133	2006-11-14	2006-08-01	Drosophila cardini alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BG632098	7227	Drosophila melanogaster	798	2003-12-03	2001-04-28	GH03334.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03334 3 similar to CG4796: FBan0004796 'alcohol dehydrogenase, iron-dependent' located on: 3R 86D6-86D7 : 04/10/2001, mRNA sequence.
BF486174	7227	Drosophila melanogaster	816	2001-04-25	2000-12-07	AT20387.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT20387 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
BI608471	7227	Drosophila melanogaster	530	2001-09-10	2001-09-10	RH13023.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH13023 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/16/2001, mRNA sequence.
AF006567	7234	Drosophila persimilis	3502	2005-04-15	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
U65746	7264	Drosophila buzzatii	8725	2005-04-18	1996-10-21	Drosophila buzzatii alcohol dehydrogenase (Adh-P) pseudogene, and alcohol dehydrogenase 2 (Adh-2) and alcohol dehydrogenase 1 (Adh-1) genes, complete cds.
X00607	7240	Drosophila simulans	4607	2005-04-18	1985-06-13	Drosophila simulans gene for alcohol dehydrogenase
M37276	7230	Drosophila mojavensis	8783	2006-11-14	1990-09-13	Drosophila mojavensis alcohol dehydrogenase-2 (Adh-2) and alcohol dehydrogenase-1 (Adh-1) genes, complete cds.
AY279325	7233	Drosophila orena	1724	2006-11-14	2004-03-31	Drosophila orena alcohol dehydrogenase (Adh) gene, partial cds and alcohol dehydrogenase related (Adhr) gene, complete cds.
KU559568	7244	Drosophila virilis	14750	2016-06-24	2016-05-31	Drosophila virilis strain 15010-1051.0 alcohol dehydrogenase (Adh1) and alcohol dehydrogenase (Adh2) genes, complete cds.
M63291	47010	Drosophila silvestris	1635	2006-11-14	1991-04-04	Drosophila silvestris alcohol dehydrogenase gene, complete cds.
X62193	7237	Drosophila pseudoobscura	3483	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62220	7237	Drosophila pseudoobscura	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY040854	7227	Drosophila melanogaster	1180	2001-08-19	2001-08-19	Drosophila melanogaster alcohol dehydrogenase gene silencer sequence.
JF735882	499227	Drosophila nigromelanica	626	2011-10-24	2011-10-24	Drosophila nigromelanica alcohol dehydrogenase gene, partial cds.
X62214	7237	Drosophila pseudoobscura	3486	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62228	7237	Drosophila pseudoobscura	3464	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60791	7261	Drosophila adiastola	912	2006-11-14	1992-06-06	Drosophila adiastola alcohol dehydrogenase gene, complete cds.
X62206	7237	Drosophila pseudoobscura	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62204	7237	Drosophila pseudoobscura	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64480	7237	Drosophila pseudoobscura	3470	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62195	7237	Drosophila pseudoobscura	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62199	7237	Drosophila pseudoobscura	3475	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62226	7237	Drosophila pseudoobscura	3466	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64486	7237	Drosophila pseudoobscura	3475	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238778	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain SP235 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238777	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain SP138 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY081440	141217	Drosophila tripunctata	217	2005-04-16	2002-08-09	Drosophila tripunctata alcohol dehydrogenase (Adh) gene, partial cds.
AY750123	7252	Drosophila melanica	911	2006-07-20	2005-12-31	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750132	55945	Drosophila euronotus	911	2006-07-20	2005-12-31	Drosophila euronotus alcohol dehydrogenase (Adh) gene, partial cds.
AY750144	311480	Drosophila medioconstricta	911	2006-07-20	2005-12-31	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471630	381452	Drosophila barutani	711	2006-07-20	2006-07-20	Drosophila barutani alcohol dehydrogenase (Adh) gene, partial cds.
HQ631470	42026	Drosophila bipectinata	290	2012-01-02	2011-08-30	Drosophila bipectinata alcohol dehydrogenase (adh) gene, partial cds.
U26839	40368	Drosophila borealis	961	2005-04-17	1995-06-30	Drosophila borealis alcohol dehydrogenase (Adh) gene, complete cds.
AF264077	7271	Drosophila nebulosa	405	2005-04-15	2000-05-30	Drosophila nebulosa alcohol dehydrogenase (Adh) gene, partial cds.
AY006411	7235	Drosophila picticornis	510	2005-09-26	2001-09-04	Drosophila picticornis alcohol dehydrogenase (Adh) gene, partial cds.
AY750130	311476	Drosophila neokadai	911	2006-07-20	2005-12-31	Drosophila neokadai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471667	30043	Drosophila repleta	711	2006-07-20	2006-07-20	Drosophila repleta alcohol dehydrogenase (Adh) gene, partial cds.
HQ631471	103765	Drosophila bocki	290	2012-01-02	2011-08-30	Drosophila bocki alcohol dehydrogenase (adh) gene, partial cds.
HQ631473	2609304	Drosophila curveaedeagus (nomen nudum)	290	2012-01-02	2011-08-30	Drosophila curveadeagus alcohol dehydrogenase (adh) gene, partial cds.
HQ631484	187394	Drosophila pulchrella	290	2012-01-02	2011-08-30	Drosophila pulchrella alcohol dehydrogenase (adh) gene, partial cds.
AF059889	7252	Drosophila melanica	290	2005-04-15	1998-04-28	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY006409	46893	Drosophila adunca	508	2005-09-26	2001-09-04	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
AY006413	46820	Drosophila nigribasis	510	2005-09-26	2001-09-04	Drosophila nigribasis alcohol dehydrogenase (Adh) gene, partial cds.
AY750116	119604	Drosophila lacertosa	911	2006-07-20	2005-12-31	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.
AY750118	311474	Drosophila longiserrata	911	2006-07-20	2005-12-31	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.
AY750127	311477	Drosophila paramelanica	911	2006-07-20	2005-12-31	Drosophila paramelanica alcohol dehydrogenase (Adh) gene, partial cds.
DQ471655	40366	Drosophila americana	711	2006-07-20	2006-07-20	Drosophila americana alcohol dehydrogenase (Adh) gene, partial cds.
AY006417	48320	Drosophila neoperkinsi	510	2005-09-26	2001-09-04	Drosophila neoperkinsi alcohol dehydrogenase (Adh) gene, partial cds.
AY750136	311481	Drosophila okadai	911	2006-07-20	2005-12-31	Drosophila okadai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471659	54075	Drosophila eohydei	711	2006-07-20	2006-07-20	Drosophila eohydei alcohol dehydrogenase (Adh) gene, partial cds.
U94203	58309	Drosophila petalopeza	204	2005-04-18	1998-02-23	Drosophila petalopeza alcohol dehydrogenase (Adh) gene, partial cds.
AY750139	55950	Drosophila sordidula	911	2006-07-20	2005-12-31	Drosophila sordidula alcohol dehydrogenase (Adh) gene, partial cds.
DQ471661	50033	Drosophila kanekoi	711	2006-07-20	2006-07-20	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, partial cds.
X68165	7237	Drosophila pseudoobscura	3460	2006-11-14	1992-10-08	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase (PS314)
Z00032	7233	Drosophila orena	2617	2006-11-14	1986-07-02	Drosophila orena alcohol dehydrogenase gene and flanking regions
GQ376035	42026	Drosophila bipectinata	410	2009-08-03	2009-08-02	Drosophila bipectinata alcohol dehydrogenase (ADH) gene, partial cds.
U90956	7284	Drosophila tristis	428	2006-11-14	1997-11-14	Drosophila tristis alcohol dehydrogenase (Adh) gene, partial cds.
GQ376034	65964	Drosophila pseudoananassae	410	2009-08-03	2009-08-02	Drosophila pseudoananassae alcohol dehydrogenase (ADH) gene, partial cds.
AB261136	88884	Drosophila pallidifrons	861	2007-11-03	2007-11-03	Drosophila pallidifrons Adh gene for alcohol dehydrogenase, partial cds.
AB932648	188282	Drosophila bizonata	844	2015-01-14	2015-01-14	Drosophila bizonata Adh gene for alcohol dehydrogenase, partial cds.
AF260692	40370	Drosophila montana	456	2005-04-15	2000-09-20	Drosophila montana alcohol dehydrogenase-related protein gene, partial cds.
AB932646	309934	Drosophila angularis	840	2014-10-26	2014-10-26	Drosophila angularis Adh gene for alcohol dehydrogenase, partial cds.
AB932662	1503162	Drosophila multispina	852	2014-10-26	2014-10-26	Drosophila multispina Adh gene for alcohol dehydrogenase, partial cds.
KM016471	7240	Drosophila simulans	479	2014-09-24	2014-09-24	Drosophila simulans isolate KY32 alcohol dehydrogenase-related gene, intron.
U26842	40370	Drosophila montana	957	2005-04-17	1995-06-22	Drosophila montana alcohol dehydrogenase (Adh-1) gene, complete cds.
X57374	7245	Drosophila yakuba	975	2006-11-14	1991-07-17	Drosophila yakuba (individual j) Adh gene for alcohol dehydrogenase
X60793	7227	Drosophila melanogaster	2763	2006-11-14	1991-10-07	D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase
AB033644	106246	Drosophila brachynephros	711	2006-07-17	1999-11-16	Drosophila brachynephros Adh mRNA for alcohol dehydrogenase, partial cds.
AB261135	157059	Drosophila siamana	855	2007-11-03	2007-11-03	Drosophila siamana Adh gene for alcohol dehydrogenase, partial cds.
AB932678	193351	Drosophila transversa	839	2014-10-26	2014-10-26	Drosophila transversa Adh gene for alcohol dehydrogenase, partial cds.
U95266	7260	Drosophila willistoni	1159	2005-04-18	1999-01-06	Drosophila willistoni PA2 alcohol dehydrogenase (Adh) gene, complete cds.
AB932664	198721	Drosophila nigromaculata	849	2015-01-14	2015-01-14	Drosophila nigromaculata Adh gene for alcohol dehydrogenase, partial cds.
AB932679	141217	Drosophila tripunctata	836	2014-10-26	2014-10-26	Drosophila tripunctata Adh gene for alcohol dehydrogenase, partial cds.
AB932680	193352	Drosophila unispina	848	2015-01-14	2015-01-14	Drosophila unispina Adh gene for alcohol dehydrogenase, partial cds.
AF260699	7264	Drosophila buzzatii	2795	2005-04-15	2000-09-20	Drosophila buzzatii alcohol dehydrogenase-related protein gene, complete cds.
AH000980	7227	Drosophila melanogaster	2474	2016-06-13	2016-06-13	Drosophila melanogaster alcohol dehydrogenase (ADH-71k) gene, complete cds.
U95260	7260	Drosophila willistoni	1172	2005-04-18	1999-01-06	Drosophila willistoni Lima alcohol dehydrogenase (Adh) gene, complete cds.
X57372	7245	Drosophila yakuba	975	2006-11-14	1991-07-17	Drosophila yakuba (individual h) Adh gene for alcohol dehydrogenase
X57376	7245	Drosophila yakuba	975	2006-11-14	1991-07-17	Drosophila yakuba (individual l) Adh gene for alcohol dehydrogenase
AB154553	30033	Drosophila kikkawai	675	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh12.
AF201429	7240	Drosophila simulans	480	2006-11-14	2000-07-03	Drosophila simulans isolate TT01 alcohol dehydrogenase (Adhr) gene, intron 1.
AY156525	7232	Drosophila navojoa	878	2005-04-16	2003-03-03	Drosophila navojoa alcohol dehydrogenase 2 (adh-2) gene, complete cds.
KX976486	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SJ7 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976513	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_11 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60980	7237	Drosophila pseudoobscura	3476	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH54) alcohol dehydrogenase (adh) gene, complete cds.
AF201449	7240	Drosophila simulans	481	2006-11-14	2000-07-03	Drosophila simulans isolate MDW86 alcohol dehydrogenase (Adhr) gene, intron 1.
EU532128	46793	Drosophila paulistorum	562	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
HQ110512	30039	Drosophila neocordata	830	2011-06-02	2011-05-06	Drosophila neocordata isolate D_neoc_c1 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110514	30039	Drosophila neocordata	819	2011-06-02	2011-05-06	Drosophila neocordata isolate D_neoc_c3 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110515	30042	Drosophila prosaltans	859	2011-06-02	2011-05-06	Drosophila prosaltans isolate D_pros_c1 alcohol dehydrogenase (Adh) gene, partial cds.
KX976512	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_3_16 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976518	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_1_7 alcohol dehydrogenase (Adh) mRNA, complete cds.
AB154543	30033	Drosophila kikkawai	675	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh02.
AB154544	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh03.
AY095943	126591	Drosophila curvispina	443	2008-12-16	2003-05-01	Drosophila curvispina isolate cur3 alcohol dehydrogenase (Adh) gene, partial cds.
AY335198	7273	Drosophila saltans	854	2005-04-16	2003-12-31	Drosophila saltans clone Dsalt2L alcohol dehydrogenase (Adh) gene, partial cds.
DQ471644	381452	Drosophila barutani	711	2006-07-20	2006-07-20	Drosophila barutani strain 178 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471653	50033	Drosophila kanekoi	711	2006-07-20	2006-07-20	Drosophila kanekoi strain 248 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471654	65966	Drosophila tsigana	711	2006-07-20	2006-07-20	Drosophila tsigana strain JP275 alcohol dehydrogenase (Adh) gene, partial cds.
JX455213	7240	Drosophila simulans	481	2014-01-02	2012-09-03	Drosophila simulans isolate HW04 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976489	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SJ14 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976497	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Cascade_SN6 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60981	7237	Drosophila pseudoobscura	3475	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH69) alcohol dehydrogenase (adh) gene, complete cds.
M60985	7237	Drosophila pseudoobscura	3465	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH135) alcohol dehydrogenase (adh) gene, complete cds.
M60988	7237	Drosophila pseudoobscura	3467	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH165) alcohol dehydrogenase (adh) gene, complete cds.
U95258	7260	Drosophila willistoni	1172	2005-04-18	1999-01-06	Drosophila willistoni Cano Mora alcohol dehydrogenase (Adh) gene, complete cds.
AB154551	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh10.
AF284481	7238	Drosophila sechellia	700	2006-11-14	2000-11-02	Drosophila sechellia strain SS77 alcohol dehydrogenase (Adh) gene, partial cds.
AY095938	193351	Drosophila transversa	437	2008-12-16	2003-05-01	Drosophila transversa isolate tra2 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471613	381448	Drosophila angor	711	2006-07-20	2006-07-20	Drosophila angor strain B123 alcohol dehydrogenase (Adh) gene, partial cds.
EU532129	46793	Drosophila paulistorum	558	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
KX976521	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_8 alcohol dehydrogenase (Adh) mRNA, complete cds.
DQ471628	381448	Drosophila angor	711	2006-07-20	2006-07-20	Drosophila angor strain Taiwan alcohol dehydrogenase (Adh) gene, partial cds.
